customer_code,segment,lifetime_value,orders_count,successful_payments,failed_payments,previous_recovery_success,contact_count
CUST_02630,reliable,17789.82,9,9,0,0.75,0
CUST_02631,unresponsive,5917.63,8,5,3,0.25,0
CUST_02632,price_sensitive,0.0,1,0,1,0.6,0
CUST_02633,occasional,8397.13,4,4,0,0.55,0
CUST_02634,price_sensitive,2495.84,4,3,1,0.6,0
CUST_02635,high_value,43728.75,5,5,0,0.8,0
CUST_02636,frequent_failure,3397.33,4,2,2,0.35,0
CUST_02637,high_value,62304.65,10,10,0,0.8,0
CUST_02638,reliable,6705.02,6,6,0,0.75,0
CUST_02639,reliable,9947.79,6,6,0,0.75,0
CUST_02640,reliable,23253.53,11,10,1,0.75,0
CUST_02641,reliable,17116.58,12,12,0,0.75,0
CUST_02642,reliable,4820.46,5,5,0,0.75,0
CUST_02643,high_value,12049.4,3,2,1,0.8,0
CUST_02644,occasional,7930.64,6,6,0,0.55,0
CUST_02645,price_sensitive,4051.47,5,4,1,0.6,0
CUST_02646,occasional,2449.62,4,2,2,0.55,0
CUST_02647,occasional,2836.97,2,2,0,0.55,0
CUST_02648,high_value,57115.24,7,7,0,0.8,0
CUST_02649,reliable,27888.11,12,12,0,0.75,0
CUST_02650,occasional,5378.53,5,4,1,0.55,0
CUST_02651,price_sensitive,3939.53,4,3,1,0.6,0
CUST_02652,reliable,23416.7,10,10,0,0.75,0
CUST_02653,occasional,2660.35,2,2,0,0.55,0
CUST_02654,occasional,3756.64,6,5,1,0.55,0
CUST_02655,reliable,8061.42,4,4,0,0.75,0
CUST_02656,unresponsive,3217.12,3,2,1,0.25,0
CUST_02657,occasional,5998.29,6,6,0,0.55,0
CUST_02658,occasional,3761.09,4,3,1,0.55,0
CUST_02659,price_sensitive,2088.19,3,2,1,0.6,0
CUST_02660,unresponsive,5084.84,4,3,1,0.25,0
CUST_02661,price_sensitive,1020.39,1,1,0,0.6,0
CUST_02662,reliable,25698.49,10,10,0,0.75,0
CUST_02663,price_sensitive,3320.28,5,3,2,0.6,0
CUST_02664,high_value,76906.29,9,8,1,0.8,0
CUST_02665,unresponsive,3604.31,5,4,1,0.25,0
CUST_02666,reliable,5229.6,6,4,2,0.75,0
CUST_02667,reliable,13317.41,7,6,1,0.75,0
CUST_02668,occasional,5840.69,4,4,0,0.55,0
CUST_02669,occasional,4750.14,2,2,0,0.55,0
CUST_02670,price_sensitive,4110.0,3,3,0,0.6,0
CUST_02671,occasional,7537.61,5,5,0,0.55,0
CUST_02672,high_value,45497.32,6,6,0,0.8,0
CUST_02673,high_value,20671.14,3,3,0,0.8,0
CUST_02674,reliable,5041.19,4,3,1,0.75,0
CUST_02675,high_value,33657.6,6,6,0,0.8,0
CUST_02676,high_value,23376.62,4,3,1,0.8,0
CUST_02677,reliable,12412.23,7,7,0,0.75,0
CUST_02678,frequent_failure,9663.59,8,5,3,0.35,0
CUST_02679,occasional,10047.51,6,6,0,0.55,0
CUST_02680,high_value,25746.04,4,4,0,0.8,0
CUST_02681,high_value,31544.0,6,5,1,0.8,0
CUST_02682,reliable,15030.68,11,11,0,0.75,0
CUST_02683,reliable,9232.24,5,5,0,0.75,0
CUST_02684,high_value,49316.98,9,8,1,0.8,0
CUST_02685,reliable,11368.83,6,6,0,0.75,0
CUST_02686,unresponsive,3719.64,2,2,0,0.25,0
CUST_02687,high_value,45446.57,4,4,0,0.8,0
CUST_02688,reliable,13190.72,7,7,0,0.75,0
CUST_02689,unresponsive,2957.57,4,2,2,0.25,0
CUST_02690,reliable,20208.51,13,13,0,0.75,0
CUST_02691,reliable,11156.28,6,6,0,0.75,0
CUST_02692,high_value,15245.58,4,4,0,0.8,0
CUST_02693,price_sensitive,4818.71,5,5,0,0.6,0
CUST_02694,reliable,39514.74,17,17,0,0.75,0
CUST_02695,occasional,10956.64,7,7,0,0.55,0
CUST_02696,occasional,4346.18,3,3,0,0.55,0
CUST_02697,occasional,1143.12,3,2,1,0.55,0
CUST_02698,price_sensitive,8967.62,8,8,0,0.6,0
CUST_02699,occasional,6753.46,5,5,0,0.55,0
CUST_02700,reliable,10027.5,5,5,0,0.75,0
CUST_02701,reliable,7299.44,5,4,1,0.75,0
CUST_02702,price_sensitive,7661.46,8,6,2,0.6,0
CUST_02703,high_value,36417.59,5,5,0,0.8,0
CUST_02704,reliable,27917.21,18,18,0,0.75,0
CUST_02705,occasional,2781.98,3,2,1,0.55,0
CUST_02706,reliable,12242.23,5,5,0,0.75,0
CUST_02707,unresponsive,4040.24,3,3,0,0.25,0
CUST_02708,reliable,24554.97,13,13,0,0.75,0
CUST_02709,occasional,4263.07,5,4,1,0.55,0
CUST_02710,occasional,7564.73,5,5,0,0.55,0
CUST_02711,reliable,16691.04,10,9,1,0.75,0
CUST_02712,frequent_failure,3359.2,5,3,2,0.35,0
CUST_02713,unresponsive,1591.47,2,2,0,0.25,0
CUST_02714,price_sensitive,4332.54,6,5,1,0.6,0
CUST_02715,frequent_failure,4886.01,3,3,0,0.35,0
CUST_02716,high_value,26700.1,3,3,0,0.8,0
CUST_02717,occasional,6598.89,4,4,0,0.55,0
CUST_02718,occasional,8286.46,5,4,1,0.55,0
CUST_02719,occasional,8647.95,7,7,0,0.55,0
CUST_02720,high_value,27862.88,5,4,1,0.8,0
CUST_02721,reliable,1011.57,2,2,0,0.75,0
CUST_02722,reliable,17665.94,12,12,0,0.75,0
CUST_02723,occasional,5066.91,6,5,1,0.55,0
CUST_02724,occasional,9293.98,10,8,2,0.55,0
CUST_02725,frequent_failure,3262.89,8,4,4,0.35,0
CUST_02726,reliable,15056.17,11,10,1,0.75,0
CUST_02727,unresponsive,4904.82,5,4,1,0.25,0
CUST_02728,frequent_failure,3493.87,5,2,3,0.35,0
CUST_02729,frequent_failure,4990.42,10,4,6,0.35,0
CUST_02730,reliable,9519.04,6,6,0,0.75,0
CUST_02731,occasional,8003.51,5,5,0,0.55,0
CUST_02732,reliable,13165.13,6,6,0,0.75,0
CUST_02733,unresponsive,8799.22,5,4,1,0.25,0
CUST_02734,occasional,6220.3,5,5,0,0.55,0
CUST_02735,price_sensitive,3094.02,4,3,1,0.6,0
CUST_02736,reliable,13817.92,9,8,1,0.75,0
CUST_02737,reliable,22898.85,10,10,0,0.75,0
CUST_02738,price_sensitive,866.49,1,1,0,0.6,0
CUST_02739,occasional,2373.62,5,3,2,0.55,0
CUST_02740,price_sensitive,4470.96,4,3,1,0.6,0
CUST_02741,occasional,4711.05,3,3,0,0.55,0
CUST_02742,price_sensitive,2213.39,4,3,1,0.6,0
CUST_02743,occasional,10097.94,7,7,0,0.55,0
CUST_02744,high_value,31475.56,5,4,1,0.8,0
CUST_02745,reliable,12798.11,8,8,0,0.75,0
CUST_02746,frequent_failure,3678.93,6,5,1,0.35,0
CUST_02747,high_value,24447.08,4,3,1,0.8,0
CUST_02748,reliable,11604.44,9,8,1,0.75,0
CUST_02749,reliable,5702.98,5,5,0,0.75,0
CUST_02750,occasional,14661.04,9,9,0,0.55,0
CUST_02751,reliable,15751.45,8,8,0,0.75,0
CUST_02752,occasional,6204.53,6,5,1,0.55,0
CUST_02753,unresponsive,5753.6,4,4,0,0.25,0
CUST_02754,unresponsive,4707.64,7,5,2,0.25,0
CUST_02755,frequent_failure,5083.23,7,5,2,0.35,0
CUST_02756,reliable,18390.52,9,9,0,0.75,0
CUST_02757,price_sensitive,8043.86,5,5,0,0.6,0
CUST_02758,unresponsive,1237.5,1,1,0,0.25,0
CUST_02759,high_value,77839.38,10,10,0,0.8,0
CUST_02760,reliable,17013.37,7,7,0,0.75,0
CUST_02761,occasional,4789.33,4,4,0,0.55,0
CUST_02762,reliable,10687.12,7,7,0,0.75,0
CUST_02763,occasional,7238.44,5,4,1,0.55,0
CUST_02764,reliable,9719.67,10,9,1,0.75,0
CUST_02765,frequent_failure,3140.94,9,4,5,0.35,0
CUST_02766,high_value,21173.1,5,4,1,0.8,0
CUST_02767,reliable,9793.01,7,6,1,0.75,0
CUST_02768,frequent_failure,6495.33,9,7,2,0.35,0
CUST_02769,unresponsive,10420.72,8,6,2,0.25,0
CUST_02770,occasional,8233.43,6,5,1,0.55,0
CUST_02771,high_value,18799.31,4,4,0,0.8,0
CUST_02772,occasional,8866.32,6,6,0,0.55,0
CUST_02773,frequent_failure,7358.23,8,5,3,0.35,0
CUST_02774,reliable,17026.14,7,7,0,0.75,0
CUST_02775,reliable,6573.28,5,4,1,0.75,0
CUST_02776,reliable,14126.6,10,9,1,0.75,0
CUST_02777,unresponsive,5492.19,6,5,1,0.25,0
CUST_02778,reliable,13521.97,7,6,1,0.75,0
CUST_02779,price_sensitive,4087.71,3,3,0,0.6,0
CUST_02780,occasional,1251.51,2,1,1,0.55,0
CUST_02781,frequent_failure,6551.74,8,5,3,0.35,0
CUST_02782,reliable,10806.65,6,6,0,0.75,0
CUST_02783,reliable,11036.85,9,9,0,0.75,0
CUST_02784,occasional,10171.96,8,7,1,0.55,0
CUST_02785,unresponsive,6724.16,4,4,0,0.25,0
CUST_02786,high_value,24417.39,8,7,1,0.8,0
CUST_02787,high_value,67035.94,12,12,0,0.8,0
CUST_02788,occasional,6686.27,6,6,0,0.55,0
CUST_02789,reliable,15640.04,9,9,0,0.75,0
CUST_02790,reliable,13532.25,9,9,0,0.75,0
CUST_02791,reliable,2501.28,3,3,0,0.75,0
CUST_02792,high_value,48477.28,8,8,0,0.8,0
CUST_02793,price_sensitive,3054.56,3,2,1,0.6,0
CUST_02794,reliable,7189.69,6,6,0,0.75,0
CUST_02795,reliable,11990.38,6,6,0,0.75,0
CUST_02796,occasional,10156.53,8,7,1,0.55,0
CUST_02797,occasional,2636.93,4,2,2,0.55,0
CUST_02798,occasional,4140.07,3,3,0,0.55,0
CUST_02799,frequent_failure,12689.22,11,8,3,0.35,0
CUST_02800,reliable,6421.15,4,4,0,0.75,0
CUST_02801,occasional,6276.34,7,7,0,0.55,0
CUST_02802,reliable,10108.26,6,6,0,0.75,0
CUST_02803,reliable,16216.85,7,7,0,0.75,0
CUST_02804,reliable,17905.81,7,7,0,0.75,0
CUST_02805,price_sensitive,3996.25,4,4,0,0.6,0
CUST_02806,unresponsive,0.0,2,0,2,0.25,0
CUST_02807,price_sensitive,5221.0,5,5,0,0.6,0
CUST_02808,reliable,9929.76,5,5,0,0.75,0
CUST_02809,unresponsive,6401.58,6,4,2,0.25,0
CUST_02810,occasional,11194.7,8,8,0,0.55,0
CUST_02811,reliable,20167.76,13,12,1,0.75,0
CUST_02812,reliable,12243.15,5,5,0,0.75,0
CUST_02813,occasional,7178.91,6,4,2,0.55,0
CUST_02814,occasional,9360.15,7,5,2,0.55,0
CUST_02815,price_sensitive,2985.03,3,3,0,0.6,0
CUST_02816,reliable,9599.92,5,5,0,0.75,0
CUST_02817,frequent_failure,4415.52,10,6,4,0.35,0
CUST_02818,reliable,9864.52,5,5,0,0.75,0
CUST_02819,occasional,4800.4,6,4,2,0.55,0
CUST_02820,occasional,2258.34,5,4,1,0.55,0
CUST_02821,high_value,76573.05,8,8,0,0.8,0
CUST_02822,reliable,5145.01,3,3,0,0.75,0
CUST_02823,occasional,7134.39,6,4,2,0.55,0
CUST_02824,unresponsive,2236.97,4,2,2,0.25,0
CUST_02825,reliable,16839.49,7,7,0,0.75,0
CUST_02826,reliable,16557.65,10,9,1,0.75,0
CUST_02827,unresponsive,5407.71,3,3,0,0.25,0
CUST_02828,frequent_failure,2696.9,2,2,0,0.35,0
CUST_02829,reliable,15425.0,10,10,0,0.75,0
CUST_02830,unresponsive,828.23,2,1,1,0.25,0
CUST_02831,occasional,5837.8,5,5,0,0.55,0
CUST_02832,price_sensitive,855.07,3,1,2,0.6,0
CUST_02833,price_sensitive,3282.98,6,5,1,0.6,0
CUST_02834,price_sensitive,12628.76,8,7,1,0.6,0
CUST_02835,reliable,6576.03,4,4,0,0.75,0
CUST_02836,unresponsive,4298.92,3,2,1,0.25,0
CUST_02837,reliable,16400.45,7,7,0,0.75,0
CUST_02838,reliable,17872.87,11,9,2,0.75,0
CUST_02839,frequent_failure,5616.6,6,4,2,0.35,0
CUST_02840,occasional,0.0,1,0,1,0.55,0
CUST_02841,reliable,15108.38,7,7,0,0.75,0
CUST_02842,frequent_failure,7288.13,9,6,3,0.35,0
CUST_02843,unresponsive,6666.98,5,4,1,0.25,0
CUST_02844,occasional,6861.85,7,6,1,0.55,0
CUST_02845,reliable,15602.23,7,7,0,0.75,0
CUST_02846,occasional,4868.84,6,5,1,0.55,0
CUST_02847,reliable,10692.42,6,6,0,0.75,0
CUST_02848,price_sensitive,1874.22,4,2,2,0.6,0
CUST_02849,unresponsive,7648.75,5,4,1,0.25,0
CUST_02850,occasional,6895.88,5,5,0,0.55,0
CUST_02851,reliable,12205.25,7,7,0,0.75,0
CUST_02852,price_sensitive,4177.72,5,3,2,0.6,0
CUST_02853,reliable,16145.75,10,10,0,0.75,0
CUST_02854,reliable,17058.99,8,8,0,0.75,0
CUST_02855,reliable,26872.04,11,11,0,0.75,0
CUST_02856,reliable,10755.81,5,5,0,0.75,0
CUST_02857,unresponsive,6887.33,5,4,1,0.25,0
CUST_02858,reliable,3380.92,2,2,0,0.75,0
CUST_02859,price_sensitive,5173.3,6,5,1,0.6,0
CUST_02860,reliable,35130.23,11,10,1,0.75,0
CUST_02861,reliable,19335.48,10,10,0,0.75,0
CUST_02862,occasional,3359.0,2,2,0,0.55,0
CUST_02863,price_sensitive,3527.25,5,4,1,0.6,0
CUST_02864,reliable,15253.66,10,9,1,0.75,0
CUST_02865,reliable,5286.01,3,3,0,0.75,0
CUST_02866,reliable,6025.07,4,4,0,0.75,0
CUST_02867,reliable,26217.99,10,10,0,0.75,0
CUST_02868,unresponsive,4947.75,5,4,1,0.25,0
CUST_02869,occasional,17872.13,11,9,2,0.55,0
CUST_02870,price_sensitive,4152.38,5,4,1,0.6,0
CUST_02871,unresponsive,5650.13,4,3,1,0.25,0
CUST_02872,high_value,62441.96,7,7,0,0.8,0
CUST_02873,frequent_failure,10480.17,10,7,3,0.35,0
CUST_02874,high_value,48378.42,4,4,0,0.8,0
CUST_02875,occasional,4980.09,4,4,0,0.55,0
CUST_02876,occasional,3537.98,4,3,1,0.55,0
CUST_02877,occasional,4642.15,6,5,1,0.55,0
CUST_02878,frequent_failure,2840.96,3,2,1,0.35,0
CUST_02879,occasional,5809.16,3,3,0,0.55,0
CUST_02880,occasional,5545.96,6,6,0,0.55,0
CUST_02881,reliable,5688.98,6,6,0,0.75,0
CUST_02882,occasional,6682.51,6,5,1,0.55,0
CUST_02883,reliable,6144.63,3,3,0,0.75,0
CUST_02884,unresponsive,5880.69,3,3,0,0.25,0
CUST_02885,high_value,57654.82,8,8,0,0.8,0
CUST_02886,reliable,18173.58,10,10,0,0.75,0
CUST_02887,frequent_failure,2782.49,5,4,1,0.35,0
CUST_02888,occasional,12466.36,11,11,0,0.55,0
CUST_02889,high_value,44935.46,7,7,0,0.8,0
CUST_02890,frequent_failure,4187.65,4,4,0,0.35,0
CUST_02891,frequent_failure,8533.63,8,6,2,0.35,0
CUST_02892,reliable,3978.8,3,3,0,0.75,0
CUST_02893,price_sensitive,3237.24,5,4,1,0.6,0
CUST_02894,reliable,15076.97,8,8,0,0.75,0
CUST_02895,unresponsive,9938.19,7,6,1,0.25,0
CUST_02896,frequent_failure,6979.79,6,6,0,0.35,0
CUST_02897,reliable,14695.94,9,8,1,0.75,0
CUST_02898,frequent_failure,4013.08,9,6,3,0.35,0
CUST_02899,reliable,15101.39,8,6,2,0.75,0
CUST_02900,unresponsive,3554.27,3,3,0,0.25,0
CUST_02901,high_value,55767.27,7,7,0,0.8,0
CUST_02902,occasional,2917.92,3,2,1,0.55,0
CUST_02903,unresponsive,659.54,1,1,0,0.25,0
CUST_02904,unresponsive,4897.5,5,4,1,0.25,0
CUST_02905,reliable,19880.17,10,10,0,0.75,0
CUST_02906,price_sensitive,3372.9,3,3,0,0.6,0
CUST_02907,unresponsive,4178.23,5,3,2,0.25,0
CUST_02908,price_sensitive,5968.7,5,5,0,0.6,0
CUST_02909,frequent_failure,23460.32,18,14,4,0.35,0
CUST_02910,reliable,16244.93,12,11,1,0.75,0
CUST_02911,high_value,46361.35,6,6,0,0.8,0
CUST_02912,frequent_failure,4254.58,6,3,3,0.35,0
CUST_02913,price_sensitive,6819.94,6,6,0,0.6,0
CUST_02914,price_sensitive,6095.62,5,4,1,0.6,0
CUST_02915,reliable,8086.01,8,8,0,0.75,0
CUST_02916,frequent_failure,9817.67,10,7,3,0.35,0
CUST_02917,unresponsive,1479.06,2,1,1,0.25,0
CUST_02918,occasional,7003.46,5,5,0,0.55,0
CUST_02919,occasional,5596.55,6,4,2,0.55,0
CUST_02920,occasional,1745.65,2,2,0,0.55,0
CUST_02921,reliable,8186.62,6,6,0,0.75,0
CUST_02922,reliable,3223.32,4,3,1,0.75,0
CUST_02923,reliable,10954.33,7,7,0,0.75,0
CUST_02924,occasional,4448.09,3,3,0,0.55,0
CUST_02925,reliable,10380.4,7,7,0,0.75,0
CUST_02926,frequent_failure,4920.25,4,3,1,0.35,0
CUST_02927,reliable,7716.67,6,5,1,0.75,0
CUST_02928,reliable,14459.73,9,8,1,0.75,0
CUST_02929,high_value,42743.17,7,5,2,0.8,0
CUST_02930,frequent_failure,3196.41,2,2,0,0.35,0
CUST_02931,unresponsive,6324.56,4,3,1,0.25,0
CUST_02932,occasional,4156.95,5,4,1,0.55,0
CUST_02933,reliable,17374.64,8,8,0,0.75,0
CUST_02934,price_sensitive,3279.04,4,3,1,0.6,0
CUST_02935,frequent_failure,5391.79,7,6,1,0.35,0
CUST_02936,high_value,10411.99,2,1,1,0.8,0
CUST_02937,unresponsive,9160.79,7,6,1,0.25,0
CUST_02938,unresponsive,6613.45,7,5,2,0.25,0
CUST_02939,frequent_failure,3966.69,9,4,5,0.35,0
CUST_02940,occasional,5662.19,7,7,0,0.55,0
CUST_02941,frequent_failure,1672.9,6,3,3,0.35,0
CUST_02942,occasional,7644.57,6,5,1,0.55,0
CUST_02943,reliable,13971.38,7,7,0,0.75,0
CUST_02944,occasional,15926.06,10,10,0,0.55,0
CUST_02945,reliable,10630.73,8,7,1,0.75,0
CUST_02946,reliable,16740.72,10,10,0,0.75,0
CUST_02947,frequent_failure,1265.43,3,1,2,0.35,0
CUST_02948,high_value,45955.94,7,6,1,0.8,0
CUST_02949,frequent_failure,2735.22,7,2,5,0.35,0
CUST_02950,price_sensitive,1695.15,4,4,0,0.6,0
CUST_02951,reliable,10179.54,6,6,0,0.75,0
CUST_02952,frequent_failure,4205.87,8,3,5,0.35,0
CUST_02953,price_sensitive,5480.33,5,4,1,0.6,0
CUST_02954,frequent_failure,4851.42,4,3,1,0.35,0
CUST_02955,high_value,32180.47,5,4,1,0.8,0
CUST_02956,reliable,11013.09,7,7,0,0.75,0
CUST_02957,price_sensitive,8027.72,5,5,0,0.6,0
CUST_02958,reliable,9561.09,7,6,1,0.75,0
CUST_02959,occasional,10424.31,8,7,1,0.55,0
CUST_02960,price_sensitive,6287.68,4,4,0,0.6,0
CUST_02961,reliable,12199.98,10,9,1,0.75,0
CUST_02962,high_value,18662.41,3,3,0,0.8,0
CUST_02963,frequent_failure,6436.05,6,6,0,0.35,0
CUST_02964,frequent_failure,4631.46,5,4,1,0.35,0
CUST_02965,occasional,7250.93,6,6,0,0.55,0
CUST_02966,frequent_failure,7531.57,6,6,0,0.35,0
CUST_02967,frequent_failure,5733.83,7,5,2,0.35,0
CUST_02968,reliable,14940.69,8,8,0,0.75,0
CUST_02969,price_sensitive,3157.54,4,3,1,0.6,0
CUST_02970,frequent_failure,3044.73,4,2,2,0.35,0
CUST_02971,frequent_failure,5779.12,7,4,3,0.35,0
CUST_02972,reliable,12443.07,7,7,0,0.75,0
CUST_02973,price_sensitive,3361.62,4,3,1,0.6,0
CUST_02974,frequent_failure,5810.71,6,6,0,0.35,0
CUST_02975,reliable,17992.6,8,8,0,0.75,0
CUST_02976,high_value,39212.94,5,5,0,0.8,0
CUST_02977,reliable,14038.17,5,5,0,0.75,0
CUST_02978,frequent_failure,7538.75,7,6,1,0.35,0
CUST_02979,reliable,21455.95,9,9,0,0.75,0
CUST_02980,unresponsive,4425.26,4,3,1,0.25,0
CUST_02981,reliable,15533.27,11,10,1,0.75,0
CUST_02982,high_value,31243.97,5,5,0,0.8,0
CUST_02983,price_sensitive,7052.96,6,5,1,0.6,0
CUST_02984,unresponsive,10937.17,6,6,0,0.25,0
CUST_02985,occasional,3700.66,2,2,0,0.55,0
CUST_02986,reliable,9074.64,7,7,0,0.75,0
CUST_02987,reliable,20932.65,14,13,1,0.75,0
CUST_02988,reliable,19530.6,11,11,0,0.75,0
CUST_02989,reliable,12596.14,7,7,0,0.75,0
CUST_02990,reliable,6963.17,5,5,0,0.75,0
CUST_02991,reliable,16242.82,8,8,0,0.75,0
CUST_02992,occasional,7493.98,10,10,0,0.55,0
CUST_02993,high_value,86969.84,9,9,0,0.8,0
CUST_02994,frequent_failure,5289.25,6,4,2,0.35,0
CUST_02995,unresponsive,1230.18,2,1,1,0.25,0
CUST_02996,occasional,3454.03,2,2,0,0.55,0
CUST_02997,occasional,7963.47,5,5,0,0.55,0
CUST_02998,occasional,1952.53,2,2,0,0.55,0
CUST_02999,reliable,12867.41,13,11,2,0.75,0
CUST_03000,occasional,9621.59,6,5,1,0.55,0
CUST_03001,unresponsive,3690.73,3,2,1,0.25,0
CUST_03002,price_sensitive,945.57,1,1,0,0.6,0
CUST_03003,price_sensitive,2492.83,6,3,3,0.6,0
CUST_03004,reliable,18596.09,13,12,1,0.75,0
CUST_03005,reliable,20102.23,8,8,0,0.75,0
CUST_03006,unresponsive,2145.78,3,2,1,0.25,0
CUST_03007,reliable,6951.11,5,5,0,0.75,0
CUST_03008,occasional,10077.55,7,6,1,0.55,0
CUST_03009,frequent_failure,10623.53,5,5,0,0.35,0
CUST_03010,reliable,14486.95,9,7,2,0.75,0
CUST_03011,reliable,17952.22,9,9,0,0.75,0
CUST_03012,occasional,3831.59,3,3,0,0.55,0
CUST_03013,high_value,22294.57,6,6,0,0.8,0
CUST_03014,occasional,1844.89,2,2,0,0.55,0
CUST_03015,unresponsive,10754.26,7,6,1,0.25,0
CUST_03016,reliable,10747.47,5,5,0,0.75,0
CUST_03017,price_sensitive,3981.43,5,4,1,0.6,0
CUST_03018,price_sensitive,1030.04,1,1,0,0.6,0
CUST_03019,occasional,3923.12,5,5,0,0.55,0
CUST_03020,reliable,9699.2,6,6,0,0.75,0
CUST_03021,frequent_failure,9616.97,8,6,2,0.35,0
CUST_03022,reliable,4016.56,3,2,1,0.75,0
CUST_03023,unresponsive,3439.98,3,2,1,0.25,0
CUST_03024,reliable,20231.41,7,7,0,0.75,0
CUST_03025,reliable,7421.11,6,5,1,0.75,0
CUST_03026,reliable,6618.14,4,4,0,0.75,0
CUST_03027,reliable,12309.35,5,5,0,0.75,0
CUST_03028,price_sensitive,4732.6,3,3,0,0.6,0
CUST_03029,high_value,37094.64,5,4,1,0.8,0
CUST_03030,high_value,41160.87,6,6,0,0.8,0
CUST_03031,reliable,4269.81,5,5,0,0.75,0
CUST_03032,reliable,9314.02,5,5,0,0.75,0
CUST_03033,reliable,15236.32,8,8,0,0.75,0
CUST_03034,reliable,8682.51,7,6,1,0.75,0
CUST_03035,price_sensitive,5405.28,4,4,0,0.6,0
CUST_03036,unresponsive,5947.8,3,3,0,0.25,0
CUST_03037,reliable,20094.35,8,8,0,0.75,0
CUST_03038,occasional,9976.77,6,5,1,0.55,0
CUST_03039,occasional,8635.88,6,6,0,0.55,0
CUST_03040,reliable,13958.82,8,8,0,0.75,0
CUST_03041,price_sensitive,6871.65,7,6,1,0.6,0
CUST_03042,price_sensitive,4921.45,4,4,0,0.6,0
CUST_03043,reliable,1901.98,6,6,0,0.75,0
CUST_03044,reliable,11602.71,5,5,0,0.75,0
CUST_03045,reliable,21285.86,13,13,0,0.75,0
CUST_03046,reliable,10517.41,5,5,0,0.75,0
CUST_03047,reliable,12022.59,6,6,0,0.75,0
CUST_03048,unresponsive,7069.38,4,4,0,0.25,0
CUST_03049,occasional,9238.56,5,5,0,0.55,0
CUST_03050,occasional,8286.07,5,5,0,0.55,0
CUST_03051,occasional,7812.0,6,5,1,0.55,0
CUST_03052,price_sensitive,9491.95,8,7,1,0.6,0
CUST_03053,reliable,5643.53,4,4,0,0.75,0
CUST_03054,occasional,776.95,2,1,1,0.55,0
CUST_03055,reliable,23333.52,10,10,0,0.75,0
CUST_03056,unresponsive,0.0,1,0,1,0.25,0
CUST_03057,occasional,3483.55,4,4,0,0.55,0
CUST_03058,occasional,10861.91,5,5,0,0.55,0
CUST_03059,reliable,10993.38,7,7,0,0.75,0
CUST_03060,occasional,6196.92,5,5,0,0.55,0
CUST_03061,reliable,8007.35,9,9,0,0.75,0
CUST_03062,reliable,19423.96,10,10,0,0.75,0
CUST_03063,reliable,9424.92,10,10,0,0.75,0
CUST_03064,high_value,37921.23,4,4,0,0.8,0
CUST_03065,price_sensitive,7824.56,7,6,1,0.6,0
CUST_03066,reliable,17057.27,7,7,0,0.75,0
CUST_03067,occasional,7535.24,10,8,2,0.55,0
CUST_03068,occasional,6910.89,5,5,0,0.55,0
CUST_03069,frequent_failure,4415.08,7,3,4,0.35,0
CUST_03070,price_sensitive,1018.15,2,1,1,0.6,0
CUST_03071,price_sensitive,7579.37,7,6,1,0.6,0
CUST_03072,unresponsive,6882.07,4,4,0,0.25,0
CUST_03073,unresponsive,6440.88,4,3,1,0.25,0
CUST_03074,occasional,5758.64,6,5,1,0.55,0
CUST_03075,occasional,10720.67,7,7,0,0.55,0
CUST_03076,unresponsive,5328.06,4,3,1,0.25,0
CUST_03077,occasional,2690.61,3,1,2,0.55,0
CUST_03078,unresponsive,3345.73,2,2,0,0.25,0
CUST_03079,occasional,3878.95,5,4,1,0.55,0
CUST_03080,reliable,8530.61,5,5,0,0.75,0
CUST_03081,frequent_failure,4384.56,6,5,1,0.35,0
CUST_03082,high_value,54861.59,9,7,2,0.8,0
CUST_03083,occasional,798.77,1,1,0,0.55,0
CUST_03084,frequent_failure,7803.0,8,7,1,0.35,0
CUST_03085,unresponsive,3418.47,3,2,1,0.25,0
CUST_03086,price_sensitive,2931.34,5,4,1,0.6,0
CUST_03087,price_sensitive,1459.37,2,2,0,0.6,0
CUST_03088,reliable,16018.11,10,10,0,0.75,0
CUST_03089,high_value,27718.84,4,4,0,0.8,0
CUST_03090,reliable,22123.18,15,14,1,0.75,0
CUST_03091,frequent_failure,2744.8,6,4,2,0.35,0
CUST_03092,frequent_failure,4857.43,10,5,5,0.35,0
CUST_03093,unresponsive,6176.18,5,4,1,0.25,0
CUST_03094,reliable,17081.52,9,9,0,0.75,0
CUST_03095,occasional,6822.79,4,4,0,0.55,0
CUST_03096,frequent_failure,5130.93,9,6,3,0.35,0
CUST_03097,occasional,7933.07,6,6,0,0.55,0
CUST_03098,frequent_failure,9366.72,12,8,4,0.35,0
CUST_03099,price_sensitive,6283.73,8,5,3,0.6,0
CUST_03100,unresponsive,4403.11,4,3,1,0.25,0
CUST_03101,reliable,5360.26,5,5,0,0.75,0
CUST_03102,frequent_failure,4143.35,8,4,4,0.35,0
CUST_03103,frequent_failure,4002.71,4,2,2,0.35,0
CUST_03104,reliable,11916.6,9,9,0,0.75,0
CUST_03105,occasional,464.45,1,1,0,0.55,0
CUST_03106,occasional,2425.87,3,2,1,0.55,0
CUST_03107,occasional,5891.01,5,3,2,0.55,0
CUST_03108,reliable,15163.12,7,7,0,0.75,0
CUST_03109,occasional,12567.33,9,7,2,0.55,0
CUST_03110,unresponsive,1789.46,1,1,0,0.25,0
CUST_03111,high_value,34705.68,6,5,1,0.8,0
