payment_code,customer_code,amount,payment_method,failure_reason,status,created_at
PAY_004688,CUST_00444,1138.01,CARD,,SUCCESS,2026-07-29 22:48:44.390706
PAY_004689,CUST_00018,1118.25,UPI,,SUCCESS,2026-08-20 11:45:44.391696
PAY_004690,CUST_04513,604.19,CARD,,SUCCESS,2026-08-12 18:24:44.392276
PAY_004691,CUST_04788,1853.19,CARD,,SUCCESS,2026-08-11 03:46:44.392879
PAY_004692,CUST_02900,1400.99,NETBANKING,,SUCCESS,2026-08-06 23:34:44.393395
PAY_004693,CUST_01784,1500.81,UPI,,SUCCESS,2026-08-06 13:32:44.393907
PAY_004694,CUST_02974,905.26,CARD,,SUCCESS,2026-07-31 10:05:44.394428
PAY_004695,CUST_04607,793.36,UPI,,SUCCESS,2026-08-06 12:46:44.394952
PAY_004696,CUST_04534,1029.14,WALLET,INSUFFICIENT_FUNDS,FAILED,2026-07-29 16:34:44.395468
PAY_004697,CUST_04241,1634.02,NETBANKING,,SUCCESS,2026-08-23 22:08:44.395983
PAY_004698,CUST_02965,1314.6,WALLET,,SUCCESS,2026-08-04 17:45:44.396509
PAY_004699,CUST_00914,8028.08,UPI,AUTHENTICATION_FAILED,FAILED,2026-07-30 16:40:44.397061
PAY_004700,CUST_00128,406.17,WALLET,,SUCCESS,2026-08-15 04:27:44.397602
PAY_004701,CUST_04709,2858.91,NETBANKING,,SUCCESS,2026-08-08 07:49:44.398391
PAY_004702,CUST_04699,9381.85,CARD,,SUCCESS,2026-07-30 02:29:44.399187
PAY_004703,CUST_00216,1098.5,NETBANKING,,SUCCESS,2026-08-21 15:57:44.399779
PAY_004704,CUST_00264,1671.07,CARD,,SUCCESS,2026-08-13 15:14:44.400302
PAY_004705,CUST_01531,1701.95,NETBANKING,,SUCCESS,2026-08-17 09:35:44.400835
PAY_004706,CUST_00142,786.91,UPI,,SUCCESS,2026-08-09 10:55:44.401341
PAY_004707,CUST_04830,508.09,UPI,,SUCCESS,2026-08-14 17:11:44.402041
PAY_004708,CUST_02849,1477.36,UPI,,SUCCESS,2026-07-30 06:08:44.402589
PAY_004709,CUST_02848,425.72,WALLET,,SUCCESS,2026-08-26 08:03:44.403123
PAY_004710,CUST_02606,2375.13,CARD,,SUCCESS,2026-08-21 09:42:44.403645
PAY_004711,CUST_02954,1692.89,UPI,,SUCCESS,2026-08-19 07:43:44.404217
PAY_004712,CUST_02528,2530.86,WALLET,,SUCCESS,2026-08-25 00:11:44.404850
PAY_004713,CUST_01961,2086.59,NETBANKING,,SUCCESS,2026-08-01 14:59:44.405901
PAY_004714,CUST_04890,9300.32,UPI,,SUCCESS,2026-08-25 23:08:44.406547
PAY_004715,CUST_00636,2381.39,CARD,,SUCCESS,2026-08-14 11:21:44.407340
PAY_004716,CUST_00267,100.0,NETBANKING,,SUCCESS,2026-08-10 11:13:44.407942
PAY_004717,CUST_00030,211.28,CARD,,SUCCESS,2026-08-26 18:17:44.408496
PAY_004718,CUST_04021,1862.84,CARD,,SUCCESS,2026-08-24 21:56:44.409009
PAY_004719,CUST_03120,655.95,NETBANKING,AUTHENTICATION_FAILED,FAILED,2026-08-01 16:58:44.409566
PAY_004720,CUST_00203,1610.3,WALLET,,SUCCESS,2026-08-14 20:48:44.410067
PAY_004721,CUST_03564,1917.91,UPI,,SUCCESS,2026-08-01 14:29:44.410610
PAY_004722,CUST_02832,731.35,CARD,,SUCCESS,2026-08-26 02:58:44.411129
PAY_004723,CUST_01018,1501.98,WALLET,BANK_DECLINED,FAILED,2026-08-26 04:59:44.411686
PAY_004724,CUST_02157,1384.11,CARD,BANK_TIMEOUT,FAILED,2026-08-11 02:08:44.412271
PAY_004725,CUST_00096,1089.83,WALLET,,SUCCESS,2026-08-22 03:39:44.412980
PAY_004726,CUST_03478,349.51,NETBANKING,,SUCCESS,2026-07-28 10:19:44.413567
PAY_004727,CUST_00091,690.86,NETBANKING,,SUCCESS,2026-08-09 03:44:44.414087
PAY_004728,CUST_01850,2129.59,NETBANKING,,SUCCESS,2026-08-01 01:23:44.414634
PAY_004729,CUST_04416,2282.66,WALLET,,SUCCESS,2026-08-02 03:34:44.415136
PAY_004730,CUST_02364,935.97,NETBANKING,,SUCCESS,2026-08-07 03:01:44.415729
PAY_004731,CUST_03193,7478.8,UPI,,SUCCESS,2026-08-03 21:51:44.416245
PAY_004732,CUST_00044,2574.31,UPI,,SUCCESS,2026-07-28 00:56:44.416937
PAY_004733,CUST_03331,1166.09,WALLET,INSUFFICIENT_FUNDS,FAILED,2026-08-07 22:11:44.417545
PAY_004734,CUST_01102,1474.2,UPI,,SUCCESS,2026-08-25 08:46:44.418063
PAY_004735,CUST_02007,736.08,CARD,NETWORK_ERROR,FAILED,2026-08-09 20:09:44.418626
PAY_004736,CUST_03085,784.09,UPI,,SUCCESS,2026-08-24 14:53:44.419191
PAY_004737,CUST_04656,1421.88,NETBANKING,,SUCCESS,2026-08-12 23:54:44.419961
PAY_004738,CUST_04188,544.53,NETBANKING,,SUCCESS,2026-08-20 19:13:44.420814
PAY_004739,CUST_00166,1879.28,UPI,,SUCCESS,2026-08-08 21:11:44.421445
PAY_004740,CUST_03624,964.07,NETBANKING,,SUCCESS,2026-08-07 14:00:44.422424
PAY_004741,CUST_03473,5713.78,WALLET,,SUCCESS,2026-08-09 18:07:44.423400
PAY_004742,CUST_04026,1296.3,UPI,,SUCCESS,2026-08-09 14:11:44.424283
PAY_004743,CUST_04015,5975.71,CARD,,SUCCESS,2026-08-21 11:16:44.424891
PAY_004744,CUST_01807,8074.14,NETBANKING,,SUCCESS,2026-07-29 23:12:44.425502
PAY_004745,CUST_02151,1301.79,WALLET,,SUCCESS,2026-08-20 13:19:44.426158
PAY_004746,CUST_01111,836.57,WALLET,,SUCCESS,2026-08-18 16:10:44.426880
PAY_004747,CUST_04372,1027.95,CARD,,SUCCESS,2026-08-21 02:28:44.427499
PAY_004748,CUST_03191,2125.96,NETBANKING,,SUCCESS,2026-08-16 01:12:44.428073
PAY_004749,CUST_01905,742.2,NETBANKING,,SUCCESS,2026-08-06 18:44:44.428639
PAY_004750,CUST_03310,1589.09,NETBANKING,,SUCCESS,2026-08-04 01:56:44.429203
PAY_004751,CUST_03505,279.08,WALLET,,SUCCESS,2026-08-12 23:17:44.429803
PAY_004752,CUST_04956,836.84,NETBANKING,,SUCCESS,2026-08-09 20:09:44.430372
PAY_004753,CUST_02749,426.07,WALLET,,SUCCESS,2026-08-11 22:31:44.430940
PAY_004754,CUST_01787,9512.87,CARD,,SUCCESS,2026-08-02 11:12:44.431507
PAY_004755,CUST_01825,658.35,UPI,NETWORK_ERROR,FAILED,2026-08-23 01:29:44.432062
PAY_004756,CUST_03034,1765.76,NETBANKING,,SUCCESS,2026-08-11 15:08:44.432686
PAY_004757,CUST_04027,2069.52,CARD,,SUCCESS,2026-08-22 03:52:44.433424
PAY_004758,CUST_02192,1776.99,UPI,,SUCCESS,2026-08-26 15:15:44.434108
PAY_004759,CUST_03491,600.21,WALLET,,SUCCESS,2026-08-20 23:22:44.434688
PAY_004760,CUST_01857,8142.98,UPI,,SUCCESS,2026-08-23 16:37:44.435249
PAY_004761,CUST_00542,1764.81,WALLET,,SUCCESS,2026-08-16 00:12:44.435832
PAY_004762,CUST_02057,2608.96,CARD,,SUCCESS,2026-07-28 23:08:44.436401
PAY_004763,CUST_02793,752.63,WALLET,,SUCCESS,2026-08-19 15:20:44.436969
PAY_004764,CUST_04293,1356.91,NETBANKING,,SUCCESS,2026-08-02 09:21:44.437552
PAY_004765,CUST_02720,6175.73,CARD,,SUCCESS,2026-07-29 16:25:44.438112
PAY_004766,CUST_02463,1403.04,NETBANKING,,SUCCESS,2026-08-12 04:00:44.438754
PAY_004767,CUST_00406,1361.55,CARD,,SUCCESS,2026-08-18 13:14:44.439434
PAY_004768,CUST_04824,1610.77,NETBANKING,,SUCCESS,2026-08-19 00:51:44.440014
PAY_004769,CUST_01370,875.14,NETBANKING,,SUCCESS,2026-08-20 10:01:44.440975
PAY_004770,CUST_02094,1354.84,NETBANKING,,SUCCESS,2026-08-22 04:07:44.441548
PAY_004771,CUST_01858,2043.91,NETBANKING,,SUCCESS,2026-08-04 12:29:44.442073
PAY_004772,CUST_03463,1209.64,UPI,,SUCCESS,2026-08-06 08:51:44.442607
PAY_004773,CUST_04780,2576.77,NETBANKING,,SUCCESS,2026-08-24 09:50:44.443127
PAY_004774,CUST_01073,1116.09,UPI,,SUCCESS,2026-08-10 06:05:44.443653
PAY_004775,CUST_00594,7296.91,UPI,,SUCCESS,2026-08-15 00:43:44.444171
PAY_004776,CUST_03369,1653.08,NETBANKING,,SUCCESS,2026-08-14 12:47:44.444701
PAY_004777,CUST_02730,1640.89,NETBANKING,,SUCCESS,2026-07-28 17:19:44.445216
PAY_004778,CUST_04839,1633.87,CARD,,SUCCESS,2026-08-13 05:51:44.445731
PAY_004779,CUST_04401,1909.9,NETBANKING,,SUCCESS,2026-08-21 16:24:44.446231
PAY_004780,CUST_02820,142.55,WALLET,,SUCCESS,2026-08-21 08:48:44.446801
PAY_004781,CUST_02133,1992.14,NETBANKING,,SUCCESS,2026-07-31 19:06:44.447370
PAY_004782,CUST_00507,1538.09,NETBANKING,,SUCCESS,2026-08-13 14:47:44.448167
PAY_004783,CUST_01212,286.53,CARD,,SUCCESS,2026-08-25 02:51:44.448750
PAY_004784,CUST_03719,508.52,WALLET,AUTHENTICATION_FAILED,FAILED,2026-08-02 11:16:44.449273
PAY_004785,CUST_04160,100.0,CARD,BANK_TIMEOUT,FAILED,2026-08-02 16:08:44.449794
PAY_004786,CUST_04607,1297.81,UPI,,SUCCESS,2026-08-23 15:54:44.450302
PAY_004787,CUST_04771,1352.84,CARD,,SUCCESS,2026-07-28 11:07:44.450864
PAY_004788,CUST_00558,618.47,CARD,,SUCCESS,2026-08-07 08:21:44.451375
PAY_004789,CUST_00642,921.57,WALLET,,SUCCESS,2026-08-03 18:09:44.451889
PAY_004790,CUST_04723,274.55,CARD,,SUCCESS,2026-08-01 10:41:44.452411
PAY_004791,CUST_02491,335.68,CARD,NETWORK_ERROR,FAILED,2026-08-02 01:26:44.452927
PAY_004792,CUST_03305,579.18,UPI,,SUCCESS,2026-08-13 19:19:44.453442
PAY_004793,CUST_02356,1390.16,WALLET,,SUCCESS,2026-08-18 09:57:44.453956
PAY_004794,CUST_01062,1665.2,UPI,,SUCCESS,2026-08-12 12:30:44.454649
PAY_004795,CUST_02939,549.18,WALLET,BANK_DECLINED,FAILED,2026-08-08 04:35:44.455844
PAY_004796,CUST_02979,2389.56,CARD,,SUCCESS,2026-08-11 21:14:44.456569
PAY_004797,CUST_04852,1582.79,WALLET,,SUCCESS,2026-08-03 11:47:44.457162
PAY_004798,CUST_00125,1346.69,UPI,,SUCCESS,2026-08-10 13:46:44.457750
PAY_004799,CUST_02212,1244.64,WALLET,,SUCCESS,2026-08-18 05:32:44.458321
PAY_004800,CUST_01907,1553.77,WALLET,,SUCCESS,2026-08-04 04:30:44.458890
PAY_004801,CUST_02992,870.06,WALLET,NETWORK_ERROR,FAILED,2026-08-09 13:01:44.459494
PAY_004802,CUST_02192,1512.04,WALLET,,SUCCESS,2026-07-30 23:42:44.460068
PAY_004803,CUST_00579,1463.6,NETBANKING,,SUCCESS,2026-08-16 13:41:44.460659
PAY_004804,CUST_03721,1248.78,WALLET,,SUCCESS,2026-08-20 13:43:44.461303
PAY_004805,CUST_03575,1172.05,NETBANKING,,SUCCESS,2026-08-09 16:06:44.462069
PAY_004806,CUST_04669,2437.88,WALLET,,SUCCESS,2026-08-14 20:43:44.462692
PAY_004807,CUST_03598,815.66,NETBANKING,,SUCCESS,2026-08-24 09:21:44.463268
PAY_004808,CUST_02053,240.39,UPI,,SUCCESS,2026-08-25 02:32:44.463910
PAY_004809,CUST_02061,679.51,NETBANKING,NETWORK_ERROR,FAILED,2026-08-16 09:58:44.464489
PAY_004810,CUST_04108,728.32,CARD,,SUCCESS,2026-08-11 07:05:44.465053
PAY_004811,CUST_00315,6066.02,UPI,,SUCCESS,2026-08-02 04:43:44.465636
PAY_004812,CUST_04110,5853.75,NETBANKING,,SUCCESS,2026-08-13 16:52:44.466202
PAY_004813,CUST_04552,584.62,NETBANKING,NETWORK_ERROR,FAILED,2026-08-14 04:23:44.466770
PAY_004814,CUST_00471,1490.3,NETBANKING,,SUCCESS,2026-07-29 14:29:44.467336
PAY_004815,CUST_04114,739.02,WALLET,,SUCCESS,2026-07-31 06:16:44.467937
PAY_004816,CUST_03036,1553.04,CARD,,SUCCESS,2026-08-01 06:04:44.468628
PAY_004817,CUST_02071,1446.69,NETBANKING,,SUCCESS,2026-08-04 11:22:44.469349
PAY_004818,CUST_04798,100.0,NETBANKING,AUTHENTICATION_FAILED,FAILED,2026-08-21 00:48:44.469965
PAY_004819,CUST_04173,1820.71,UPI,,SUCCESS,2026-07-30 19:53:44.470540
PAY_004820,CUST_02434,1561.1,CARD,BANK_TIMEOUT,FAILED,2026-08-06 17:04:44.471105
PAY_004821,CUST_02190,823.32,WALLET,,SUCCESS,2026-08-02 06:21:44.471687
PAY_004822,CUST_03305,513.54,UPI,,SUCCESS,2026-08-20 12:31:44.472421
PAY_004823,CUST_00433,1579.49,CARD,,SUCCESS,2026-07-28 16:35:44.472970
PAY_004824,CUST_04898,8124.49,WALLET,,SUCCESS,2026-08-23 01:22:44.473496
PAY_004825,CUST_00680,2507.08,NETBANKING,,SUCCESS,2026-07-31 08:42:44.474024
PAY_004826,CUST_02013,911.21,NETBANKING,,SUCCESS,2026-08-11 19:49:44.474567
PAY_004827,CUST_02133,1226.47,NETBANKING,,SUCCESS,2026-08-17 09:45:44.475108
PAY_004828,CUST_00693,1137.84,CARD,,SUCCESS,2026-08-02 23:32:44.475911
PAY_004829,CUST_00743,2533.66,UPI,,SUCCESS,2026-08-23 00:13:44.476913
PAY_004830,CUST_02887,746.99,CARD,BANK_TIMEOUT,FAILED,2026-08-17 05:35:44.477503
PAY_004831,CUST_03537,8166.33,NETBANKING,,SUCCESS,2026-08-07 00:23:44.478182
PAY_004832,CUST_01670,1198.97,UPI,,SUCCESS,2026-08-23 01:24:44.479000
PAY_004833,CUST_03823,1430.74,WALLET,,SUCCESS,2026-08-02 06:24:44.479542
PAY_004834,CUST_00618,1668.56,NETBANKING,AUTHENTICATION_FAILED,FAILED,2026-08-26 06:28:44.480064
PAY_004835,CUST_02474,793.31,UPI,,SUCCESS,2026-07-29 16:44:44.480658
PAY_004836,CUST_01957,1949.26,CARD,,SUCCESS,2026-08-21 23:47:44.481173
PAY_004837,CUST_01491,1288.39,UPI,,SUCCESS,2026-08-09 22:18:44.481753
PAY_004838,CUST_03121,844.97,WALLET,,SUCCESS,2026-08-07 12:53:44.482340
PAY_004839,CUST_04704,429.09,CARD,,SUCCESS,2026-08-09 18:44:44.483262
PAY_004840,CUST_04529,5140.6,NETBANKING,,SUCCESS,2026-08-03 19:44:44.483811
PAY_004841,CUST_00777,920.29,UPI,,SUCCESS,2026-08-05 15:19:44.484327
PAY_004842,CUST_01631,1606.69,UPI,,SUCCESS,2026-08-12 07:05:44.484852
PAY_004843,CUST_03212,1609.39,WALLET,,SUCCESS,2026-08-25 21:03:44.485361
PAY_004844,CUST_03477,100.16,UPI,,SUCCESS,2026-08-21 05:46:44.485873
PAY_004845,CUST_01392,1189.71,UPI,,SUCCESS,2026-08-26 07:29:44.486394
PAY_004846,CUST_02494,1144.88,CARD,AUTHENTICATION_FAILED,FAILED,2026-08-05 04:48:44.486908
PAY_004847,CUST_03547,1167.78,NETBANKING,,SUCCESS,2026-08-10 21:04:44.487426
PAY_004848,CUST_04186,1019.59,WALLET,BANK_TIMEOUT,FAILED,2026-07-31 15:57:44.487936
PAY_004849,CUST_01712,6022.61,NETBANKING,AUTHENTICATION_FAILED,FAILED,2026-08-22 04:29:44.488448
PAY_004850,CUST_01404,6706.65,UPI,,SUCCESS,2026-08-24 20:13:44.489371
PAY_004851,CUST_04637,337.66,UPI,,SUCCESS,2026-08-20 14:44:44.490382
PAY_004852,CUST_00915,1392.29,WALLET,,SUCCESS,2026-08-17 09:14:44.491402
PAY_004853,CUST_03187,1042.94,NETBANKING,,SUCCESS,2026-08-02 14:57:44.492047
PAY_004854,CUST_03197,1128.03,WALLET,,SUCCESS,2026-08-08 11:43:44.492626
PAY_004855,CUST_02861,1512.25,WALLET,,SUCCESS,2026-08-23 04:44:44.493179
PAY_004856,CUST_04508,1157.35,NETBANKING,,SUCCESS,2026-08-03 14:12:44.493751
PAY_004857,CUST_01707,3234.65,WALLET,,SUCCESS,2026-07-31 22:05:44.494313
PAY_004858,CUST_00171,382.95,NETBANKING,INSUFFICIENT_FUNDS,FAILED,2026-07-29 15:07:44.495041
PAY_004859,CUST_00523,822.89,UPI,BANK_DECLINED,FAILED,2026-08-02 00:05:44.495680
PAY_004860,CUST_01879,100.0,WALLET,,SUCCESS,2026-08-22 16:11:44.496334
PAY_004861,CUST_00100,1336.29,NETBANKING,,SUCCESS,2026-08-06 06:58:44.497634
PAY_004862,CUST_03594,5607.88,UPI,,SUCCESS,2026-07-28 04:11:44.498876
PAY_004863,CUST_00730,7732.83,WALLET,,SUCCESS,2026-08-09 16:39:44.500037
PAY_004864,CUST_01739,2193.99,WALLET,,SUCCESS,2026-07-31 22:22:44.500750
PAY_004865,CUST_04665,1148.04,NETBANKING,,SUCCESS,2026-08-21 12:31:44.501472
PAY_004866,CUST_02667,2033.74,NETBANKING,,SUCCESS,2026-08-15 14:04:44.502326
PAY_004867,CUST_00114,1990.48,UPI,,SUCCESS,2026-08-20 16:29:44.503527
PAY_004868,CUST_00144,1316.58,CARD,,SUCCESS,2026-08-05 07:50:44.505039
PAY_004869,CUST_03121,705.88,WALLET,,SUCCESS,2026-08-25 12:06:44.506634
PAY_004870,CUST_01472,1996.71,WALLET,,SUCCESS,2026-07-28 04:44:44.507694
PAY_004871,CUST_01675,1176.63,UPI,,SUCCESS,2026-08-11 04:06:44.508536
PAY_004872,CUST_02726,1540.89,NETBANKING,,SUCCESS,2026-08-18 17:27:44.509208
PAY_004873,CUST_01645,1066.76,WALLET,,SUCCESS,2026-08-15 04:28:44.510049
PAY_004874,CUST_00833,839.97,WALLET,,SUCCESS,2026-08-23 07:16:44.510668
PAY_004875,CUST_04001,995.84,UPI,AUTHENTICATION_FAILED,FAILED,2026-08-05 18:26:44.511576
PAY_004876,CUST_00176,1584.03,NETBANKING,,SUCCESS,2026-07-28 21:43:44.512128
PAY_004877,CUST_01201,1394.93,NETBANKING,,SUCCESS,2026-08-02 10:04:44.512653
PAY_004878,CUST_01466,945.8,NETBANKING,,SUCCESS,2026-08-08 03:29:44.513184
PAY_004879,CUST_00980,1880.35,UPI,,SUCCESS,2026-08-09 19:08:44.513698
PAY_004880,CUST_04308,1629.52,UPI,,SUCCESS,2026-08-18 04:32:44.514211
PAY_004881,CUST_00764,2369.31,UPI,,SUCCESS,2026-08-20 15:01:44.514781
PAY_004882,CUST_04625,899.32,CARD,,SUCCESS,2026-08-26 09:50:44.515306
PAY_004883,CUST_04676,3074.4,WALLET,,SUCCESS,2026-08-07 16:27:44.515829
PAY_004884,CUST_00098,2481.0,CARD,,SUCCESS,2026-08-03 14:47:44.516338
PAY_004885,CUST_03254,1927.44,NETBANKING,,SUCCESS,2026-07-28 22:38:44.516950
PAY_004886,CUST_01909,1037.27,NETBANKING,,SUCCESS,2026-08-06 03:46:44.517493
PAY_004887,CUST_03000,1095.57,CARD,AUTHENTICATION_FAILED,FAILED,2026-08-12 08:38:44.518331
PAY_004888,CUST_02581,1028.32,UPI,,SUCCESS,2026-07-31 14:27:44.518997
PAY_004889,CUST_03558,2050.37,UPI,,SUCCESS,2026-08-07 17:53:44.519568
PAY_004890,CUST_04009,1612.35,NETBANKING,,SUCCESS,2026-07-30 04:04:44.520089
PAY_004891,CUST_02616,1807.69,UPI,,SUCCESS,2026-07-31 20:39:44.520611
PAY_004892,CUST_00755,738.98,NETBANKING,AUTHENTICATION_FAILED,FAILED,2026-08-03 14:45:44.521127
PAY_004893,CUST_03607,1500.0,NETBANKING,,SUCCESS,2026-08-12 05:27:44.521661
PAY_004894,CUST_00558,815.87,NETBANKING,,SUCCESS,2026-08-21 16:40:44.522684
PAY_004895,CUST_02391,1127.99,CARD,,SUCCESS,2026-08-11 19:54:44.523588
PAY_004896,CUST_03522,1069.15,WALLET,,SUCCESS,2026-08-20 14:34:44.524250
PAY_004897,CUST_00991,1077.49,UPI,,SUCCESS,2026-08-06 03:31:44.524934
PAY_004898,CUST_00428,1371.37,CARD,,SUCCESS,2026-08-25 19:38:44.525532
PAY_004899,CUST_04326,513.66,WALLET,,SUCCESS,2026-08-01 15:04:44.526100
PAY_004900,CUST_03979,1273.67,UPI,,SUCCESS,2026-08-21 23:28:44.526681
PAY_004901,CUST_03950,2228.81,NETBANKING,,SUCCESS,2026-08-25 04:31:44.527247
PAY_004902,CUST_00512,1778.28,CARD,,SUCCESS,2026-07-30 21:44:44.527814
PAY_004903,CUST_04820,659.1,UPI,,SUCCESS,2026-08-03 16:49:44.528389
PAY_004904,CUST_02108,6594.48,WALLET,,SUCCESS,2026-08-06 14:48:44.528968
PAY_004905,CUST_02696,1677.79,NETBANKING,,SUCCESS,2026-08-03 11:40:44.529536
PAY_004906,CUST_02276,1486.88,CARD,INSUFFICIENT_FUNDS,FAILED,2026-08-08 08:50:44.530100
PAY_004907,CUST_00206,2355.87,WALLET,,SUCCESS,2026-08-06 07:54:44.530673
PAY_004908,CUST_03683,7269.45,NETBANKING,BANK_TIMEOUT,FAILED,2026-08-16 04:52:44.531229
PAY_004909,CUST_04862,1238.59,UPI,,SUCCESS,2026-07-29 10:44:44.531806
PAY_004910,CUST_01463,2159.41,NETBANKING,,SUCCESS,2026-08-18 00:04:44.532411
PAY_004911,CUST_02023,1157.01,WALLET,,SUCCESS,2026-08-25 17:33:44.532998
PAY_004912,CUST_04857,1373.11,CARD,,SUCCESS,2026-08-08 18:27:44.533563
PAY_004913,CUST_01319,1086.58,NETBANKING,,SUCCESS,2026-08-19 04:37:44.534150
PAY_004914,CUST_03566,833.47,NETBANKING,,SUCCESS,2026-08-23 16:48:44.534727
PAY_004915,CUST_00386,1116.51,CARD,,SUCCESS,2026-08-16 04:46:44.535296
PAY_004916,CUST_02461,1997.16,UPI,,SUCCESS,2026-07-28 02:19:44.535863
PAY_004917,CUST_01648,100.0,WALLET,,SUCCESS,2026-08-20 16:34:44.536433
PAY_004918,CUST_03328,2181.26,NETBANKING,BANK_TIMEOUT,FAILED,2026-08-25 21:23:44.537007
PAY_004919,CUST_03388,2553.94,WALLET,,SUCCESS,2026-07-30 20:44:44.537567
PAY_004920,CUST_04998,1279.31,NETBANKING,,SUCCESS,2026-08-22 05:58:44.538140
PAY_004921,CUST_02472,947.56,CARD,,SUCCESS,2026-08-14 11:10:44.539137
PAY_004922,CUST_03612,372.81,CARD,,SUCCESS,2026-08-01 17:13:44.540218
PAY_004923,CUST_01386,757.61,UPI,,SUCCESS,2026-07-29 12:09:44.541068
PAY_004924,CUST_01589,1471.5,NETBANKING,,SUCCESS,2026-08-22 06:58:44.541630
PAY_004925,CUST_02983,1244.99,CARD,,SUCCESS,2026-08-20 05:22:44.542143
PAY_004926,CUST_02719,1785.33,WALLET,,SUCCESS,2026-08-25 12:07:44.542661
PAY_004927,CUST_02919,1361.95,WALLET,,SUCCESS,2026-08-19 21:55:44.543174
PAY_004928,CUST_02618,2359.03,NETBANKING,,SUCCESS,2026-07-31 15:33:44.543708
PAY_004929,CUST_03847,1839.97,CARD,,SUCCESS,2026-08-18 17:03:44.544221
PAY_004930,CUST_02165,1143.58,WALLET,,SUCCESS,2026-08-13 04:47:44.544738
PAY_004931,CUST_02141,1359.22,CARD,,SUCCESS,2026-08-13 14:32:44.545309
PAY_004932,CUST_02700,2400.85,CARD,INSUFFICIENT_FUNDS,FAILED,2026-08-07 16:59:44.545894
PAY_004933,CUST_00627,1347.95,UPI,,SUCCESS,2026-08-25 04:10:44.546459
PAY_004934,CUST_01708,1342.94,WALLET,,SUCCESS,2026-08-02 20:31:44.546978
PAY_004935,CUST_01544,2331.25,WALLET,,SUCCESS,2026-08-16 23:55:44.547496
PAY_004936,CUST_02616,1115.99,UPI,INSUFFICIENT_FUNDS,FAILED,2026-08-01 22:20:44.548008
PAY_004937,CUST_01716,910.47,CARD,,SUCCESS,2026-08-24 05:37:44.548532
PAY_004938,CUST_00839,788.62,CARD,,SUCCESS,2026-08-25 04:29:44.549043
PAY_004939,CUST_01579,2701.02,NETBANKING,INSUFFICIENT_FUNDS,FAILED,2026-08-08 23:53:44.549592
PAY_004940,CUST_03196,2038.02,WALLET,,SUCCESS,2026-08-20 14:50:44.550099
PAY_004941,CUST_02174,820.72,NETBANKING,INSUFFICIENT_FUNDS,FAILED,2026-08-08 03:51:44.550621
PAY_004942,CUST_00800,969.74,UPI,,SUCCESS,2026-08-26 07:59:44.551133
PAY_004943,CUST_03398,929.95,WALLET,,SUCCESS,2026-07-30 06:09:44.551653
PAY_004944,CUST_03003,189.91,UPI,,SUCCESS,2026-08-22 10:15:44.552216
PAY_004945,CUST_02303,1423.63,CARD,,SUCCESS,2026-08-11 14:34:44.552764
PAY_004946,CUST_04535,1867.75,UPI,,SUCCESS,2026-08-25 14:29:44.553331
PAY_004947,CUST_00781,504.22,CARD,,SUCCESS,2026-07-29 18:46:44.553856
PAY_004948,CUST_01838,1120.84,CARD,,SUCCESS,2026-08-25 05:04:44.554373
PAY_004949,CUST_04272,649.5,CARD,,SUCCESS,2026-08-19 11:51:44.554887
PAY_004950,CUST_04279,2881.31,CARD,,SUCCESS,2026-08-02 04:28:44.555626
PAY_004951,CUST_04114,1081.17,UPI,,SUCCESS,2026-08-03 14:34:44.556260
PAY_004952,CUST_04052,146.15,UPI,,SUCCESS,2026-07-27 23:21:44.557077
PAY_004953,CUST_01934,266.06,CARD,,SUCCESS,2026-08-18 08:07:44.557889
PAY_004954,CUST_03031,903.6,NETBANKING,,SUCCESS,2026-08-12 09:29:44.558675
PAY_004955,CUST_00242,1178.41,NETBANKING,,SUCCESS,2026-08-08 05:46:44.559384
PAY_004956,CUST_00994,236.93,WALLET,,SUCCESS,2026-08-21 17:41:44.560130
PAY_004957,CUST_04724,1950.36,UPI,,SUCCESS,2026-08-05 05:11:44.560791
PAY_004958,CUST_02799,1044.93,WALLET,,SUCCESS,2026-08-15 02:21:44.561376
PAY_004959,CUST_03270,1917.42,WALLET,,SUCCESS,2026-08-24 08:07:44.561951
PAY_004960,CUST_02144,1394.82,CARD,,SUCCESS,2026-08-16 12:29:44.562537
PAY_004961,CUST_00582,354.45,NETBANKING,,SUCCESS,2026-08-20 18:58:44.563103
PAY_004962,CUST_00547,1005.05,CARD,BANK_TIMEOUT,FAILED,2026-07-28 07:09:44.563670
PAY_004963,CUST_03938,2035.95,CARD,,SUCCESS,2026-08-11 04:58:44.564252
PAY_004964,CUST_05000,1013.23,NETBANKING,,SUCCESS,2026-08-23 01:00:44.564824
PAY_004965,CUST_03419,100.0,UPI,AUTHENTICATION_FAILED,FAILED,2026-08-14 10:13:44.565387
PAY_004966,CUST_04738,1386.35,WALLET,,SUCCESS,2026-08-05 04:38:44.565945
PAY_004967,CUST_04414,1256.42,WALLET,,SUCCESS,2026-07-29 16:55:44.566541
PAY_004968,CUST_00802,1885.91,CARD,NETWORK_ERROR,FAILED,2026-07-28 14:08:44.567186
PAY_004969,CUST_01091,562.45,NETBANKING,,SUCCESS,2026-08-22 11:48:44.567892
PAY_004970,CUST_03681,2478.35,CARD,,SUCCESS,2026-08-05 09:09:44.568506
PAY_004971,CUST_04147,573.65,WALLET,,SUCCESS,2026-07-30 08:35:44.569072
