amount,lifetime_value,orders_count,successful_payments,failed_payments,previous_recovery_success,contact_count,payment_method_CARD,payment_method_NETBANKING,payment_method_UPI,payment_method_WALLET,failure_reason_AUTHENTICATION_FAILED,failure_reason_BANK_DECLINED,failure_reason_BANK_TIMEOUT,failure_reason_INSUFFICIENT_FUNDS,failure_reason_NETWORK_ERROR,segment_frequent_failure,segment_high_value,segment_occasional,segment_price_sensitive,segment_reliable,segment_unresponsive,recovered
11122.03,87887.28,8,8,0,0.8,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
676.32,4332.54,6,5,1,0.6,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1293.17,4221.26,4,3,1,0.6,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1304.77,5235.1,6,4,2,0.6,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1672.63,18116.28,10,10,0,0.55,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
632.22,4289.88,5,3,2,0.6,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1184.58,8882.08,9,7,2,0.55,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
5815.07,28125.98,5,5,0,0.8,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1898.12,2893.77,2,2,0,0.55,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1135.47,4732.94,6,6,0,0.6,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
596.65,4915.4,8,4,4,0.35,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
940.78,7505.21,6,5,1,0.55,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1784.78,1785.23,1,1,0,0.25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
1193.64,5860.53,6,6,0,0.55,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
629.41,1334.84,5,1,4,0.35,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
518.42,9390.8,14,12,2,0.35,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
654.54,3361.62,4,3,1,0.6,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
918.3,5293.88,4,4,0,0.55,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
892.86,6419.24,5,4,1,0.55,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
2049.58,12731.26,7,7,0,0.75,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2269.9,22360.47,12,12,0,0.75,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2128.99,3868.53,2,2,0,0.25,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
889.28,6545.38,7,6,1,0.35,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
698.84,4700.0,8,3,5,0.25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
979.33,5337.74,6,5,1,0.35,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1111.82,1987.51,2,1,1,0.55,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
335.68,1121.4,4,1,3,0.35,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
870.06,7493.98,10,10,0,0.55,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
658.35,2895.89,6,2,4,0.35,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
1330.12,1649.71,1,1,0,0.25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1144.88,2576.12,5,2,3,0.35,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
290.64,1499.46,3,2,1,0.6,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
297.9,7857.99,11,6,5,0.35,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
302.34,8100.88,12,8,4,0.35,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
784.13,2231.89,2,2,0,0.6,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1047.42,6495.33,9,7,2,0.35,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
1121.3,5912.33,4,4,0,0.55,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1548.47,1457.73,1,1,0,0.6,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
758.91,4921.54,5,3,2,0.25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1404.29,8166.96,5,5,0,0.25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
702.16,2449.47,4,3,1,0.6,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
1902.53,5248.91,4,4,0,0.35,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1024.51,4165.86,4,3,1,0.55,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1118.96,10425.63,7,7,0,0.75,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
741.19,8074.4,9,6,3,0.35,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
200.45,1288.52,4,3,1,0.55,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2609.06,14228.7,7,7,0,0.55,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1501.21,14032.26,11,11,0,0.75,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1412.41,10048.86,7,7,0,0.55,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
7269.45,36184.0,5,5,0,0.8,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1066.36,3666.79,4,4,0,0.55,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
1231.83,7878.28,8,5,3,0.35,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
905.12,8619.6,13,6,7,0.35,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1053.05,4038.12,6,3,3,0.35,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1333.7,5396.79,3,3,0,0.55,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1784.72,5526.54,4,4,0,0.55,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
1351.05,7765.17,8,8,0,0.75,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
822.06,4400.26,5,3,2,0.35,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
735.89,3678.93,6,5,1,0.35,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
712.75,782.01,1,1,0,0.55,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1866.91,7238.3,4,4,0,0.75,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
1840.49,9137.29,6,6,0,0.55,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
655.95,3492.83,5,2,3,0.35,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1492.38,2788.37,2,2,0,0.55,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1168.65,4224.34,4,3,1,0.6,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1514.23,8142.51,5,5,0,0.25,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
243.29,814.62,5,1,4,0.35,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1043.16,17604.45,13,13,0,0.75,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
1483.07,7311.35,4,4,0,0.55,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
991.12,4326.09,4,3,1,0.35,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
985.23,4945.05,5,4,1,0.55,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
691.27,3754.2,4,3,1,0.6,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
952.58,5958.35,5,4,1,0.35,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1911.19,9974.68,6,5,1,0.55,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
779.76,7979.32,9,7,2,0.6,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1540.36,889.72,1,1,0,0.6,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
679.25,5469.52,7,5,2,0.35,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1173.14,6599.09,9,7,2,0.6,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
663.06,3255.08,4,3,1,0.6,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
324.56,4652.54,5,4,1,0.25,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
6836.97,45440.99,7,7,0,0.8,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
957.24,3010.65,3,3,0,0.6,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4669.97,37864.51,8,7,1,0.8,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
323.78,1456.36,3,1,2,0.6,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1150.49,7379.84,6,6,0,0.55,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
4774.16,29918.98,6,6,0,0.8,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
711.23,2772.19,4,3,1,0.6,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
1589.82,14016.64,8,8,0,0.75,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
334.93,5130.93,9,6,3,0.35,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2294.26,7973.98,4,4,0,0.25,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
720.19,4532.61,7,7,0,0.6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1149.46,6003.89,5,4,1,0.35,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1115.99,7611.88,6,6,0,0.55,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1294.28,2866.02,2,2,0,0.35,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1584.67,5523.5,3,3,0,0.75,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2773.08,9367.09,4,4,0,0.25,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
1003.6,4207.47,4,4,0,0.35,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1320.41,4424.4,6,4,2,0.55,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
928.95,3786.56,4,3,1,0.25,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1288.69,9817.67,10,7,3,0.35,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1644.02,6887.33,5,4,1,0.25,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1355.4,3659.2,3,3,0,0.6,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
556.89,8165.69,9,7,2,0.55,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1372.62,6473.3,6,6,0,0.55,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1483.24,5492.19,6,5,1,0.25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1390.43,4920.25,4,3,1,0.35,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
934.57,1945.55,2,2,0,0.6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1591.3,7256.04,5,5,0,0.25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1623.26,14186.8,10,9,1,0.35,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1507.98,8923.36,5,5,0,0.35,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1458.66,10349.83,7,7,0,0.75,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
1263.66,2997.82,3,2,1,0.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
332.33,1465.77,4,1,3,0.6,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1007.73,9295.98,10,7,3,0.35,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1413.78,4191.78,3,3,0,0.55,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2590.16,14573.02,6,6,0,0.75,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
674.49,1961.73,2,2,0,0.55,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1849.5,7551.04,4,4,0,0.75,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
614.12,5116.88,7,5,2,0.35,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1232.71,4469.22,3,3,0,0.55,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
629.32,3292.48,4,3,1,0.55,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1375.29,945.57,1,1,0,0.6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
913.04,1248.64,2,1,1,0.25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
911.01,855.07,3,1,2,0.6,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1095.3,9185.99,6,6,0,0.55,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1488.46,8410.31,6,4,2,0.25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1580.02,6432.73,8,6,2,0.6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1324.27,5539.94,5,5,0,0.35,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
4496.97,37544.62,8,7,1,0.8,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
1220.79,11408.7,11,9,2,0.35,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
288.03,3121.25,7,5,2,0.6,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
868.86,8100.19,10,9,1,0.55,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
848.46,8895.79,9,5,4,0.25,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1259.09,6981.36,5,5,0,0.55,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
865.01,4207.67,5,5,0,0.6,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
618.77,636.63,4,2,2,0.35,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
549.21,1322.0,3,3,0,0.55,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
394.76,1386.66,4,1,3,0.35,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
423.69,4216.25,6,4,2,0.55,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1289.94,1209.22,1,1,0,0.25,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
867.01,2786.07,3,2,1,0.6,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1902.47,13601.91,7,7,0,0.75,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
989.08,7572.78,10,7,3,0.35,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7021.6,27718.84,4,4,0,0.8,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1390.88,3805.9,3,3,0,0.25,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1569.08,6312.26,4,4,0,0.75,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
537.78,4213.22,6,3,3,0.35,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1695.04,7360.46,6,4,2,0.55,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2085.81,1287.74,1,1,0,0.55,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1302.8,6063.6,4,4,0,0.6,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
386.32,1403.49,3,1,2,0.25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2203.48,22115.76,10,9,1,0.75,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
1775.18,6091.42,4,4,0,0.35,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1087.83,5949.66,6,4,2,0.25,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
764.41,2803.79,4,4,0,0.6,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
573.12,8035.22,7,6,1,0.6,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1109.61,6204.53,6,5,1,0.55,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
532.5,5337.74,6,5,1,0.35,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
476.83,2735.88,4,3,1,0.25,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1183.53,3570.72,5,3,2,0.35,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1270.31,4272.89,3,3,0,0.6,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1140.34,8428.98,11,8,3,0.35,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
1138.68,6847.61,4,4,0,0.25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
573.37,8606.31,7,7,0,0.55,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
997.62,11846.39,13,13,0,0.55,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1891.23,5193.97,3,3,0,0.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
791.33,6775.53,6,5,1,0.55,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
488.77,3732.95,4,3,1,0.6,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
814.86,1703.04,3,1,2,0.25,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
435.52,5581.37,9,4,5,0.35,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
3137.12,17902.2,6,3,3,0.8,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
897.89,4295.69,4,4,0,0.6,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
771.88,8039.71,8,7,1,0.55,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
511.48,3204.6,4,4,0,0.6,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
252.08,0.0,4,0,4,0.35,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1427.5,11149.28,8,6,2,0.35,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1020.81,3946.94,4,4,0,0.6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
756.37,8832.97,8,7,1,0.6,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1493.57,14319.74,12,9,3,0.35,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
5825.11,39499.6,7,6,1,0.8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
614.83,1930.15,3,2,1,0.6,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
100.0,814.62,5,1,4,0.35,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1026.36,3540.62,3,3,0,0.6,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1763.97,11548.48,7,6,1,0.55,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
1189.04,5029.28,4,4,0,0.55,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1460.01,3057.49,2,2,0,0.55,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
1005.27,4386.36,6,5,1,0.55,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2701.02,22540.46,11,11,0,0.75,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
726.75,1826.25,2,2,0,0.55,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
422.3,1621.95,5,1,4,0.35,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1408.14,11433.11,9,6,3,0.55,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
2851.15,12931.31,5,5,0,0.75,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1161.39,5037.8,6,5,1,0.6,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
554.04,6100.05,8,6,2,0.35,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2433.42,10623.53,5,5,0,0.35,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1441.9,5676.3,3,3,0,0.25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2167.42,17363.24,9,9,0,0.75,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
1478.4,7206.53,5,5,0,0.55,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1762.03,2849.48,2,2,0,0.55,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
203.7,5993.77,9,7,2,0.6,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
502.5,2808.29,5,3,2,0.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1903.2,8832.8,6,5,1,0.35,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
750.32,1378.22,2,2,0,0.6,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
815.74,4915.4,8,4,4,0.35,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
659.16,6994.04,8,7,1,0.55,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
1512.28,5753.6,4,4,0,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
762.15,2214.79,7,2,5,0.35,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
1071.45,3858.53,3,3,0,0.6,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
448.15,4176.13,6,4,2,0.55,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1138.86,3648.79,4,3,1,0.6,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1354.68,12845.6,8,7,1,0.55,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
1068.61,4618.01,5,4,1,0.25,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
5453.8,48772.7,9,8,1,0.8,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1154.79,9665.47,6,5,1,0.55,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
738.52,9112.66,9,8,1,0.55,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
1685.22,32934.73,14,13,1,0.75,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1596.38,4037.22,3,3,0,0.35,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
746.41,4159.57,6,4,2,0.6,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
100.0,4211.78,6,4,2,0.25,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2679.98,15156.49,6,6,0,0.75,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1228.93,4254.58,6,3,3,0.35,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1381.0,6117.32,4,4,0,0.55,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1028.28,5539.94,5,5,0,0.35,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
100.0,0.0,1,0,1,0.25,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2045.35,10755.81,5,5,0,0.75,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
596.14,2478.82,4,3,1,0.25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
1196.19,3074.36,3,3,0,0.6,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
288.08,1189.75,2,1,1,0.6,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
1369.37,11615.07,8,7,1,0.6,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
1546.54,5484.7,3,3,0,0.35,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
484.58,3255.08,4,3,1,0.6,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
663.29,6196.46,6,5,1,0.55,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1435.43,4434.64,4,4,0,0.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3045.32,16479.92,6,6,0,0.75,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1037.24,3483.17,5,5,0,0.6,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1059.92,3075.3,4,2,2,0.25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1628.78,11548.48,7,6,1,0.55,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
400.86,2520.62,5,2,3,0.55,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
660.87,2328.26,4,3,1,0.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1560.61,7256.11,6,6,0,0.25,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
1037.45,4933.66,5,4,1,0.6,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
615.89,1503.94,2,1,1,0.25,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
656.08,2772.19,4,3,1,0.6,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1837.53,4954.35,3,3,0,0.55,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1036.51,4346.9,4,3,1,0.55,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
529.25,4031.96,5,3,2,0.55,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1814.46,9247.1,5,5,0,0.25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1471.34,3594.96,3,2,1,0.6,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
888.18,1852.15,5,5,0,0.55,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
7929.71,54188.26,7,7,0,0.8,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2152.34,6177.15,3,3,0,0.25,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1208.95,5328.06,4,3,1,0.25,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1001.24,8074.02,8,8,0,0.35,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
394.89,1602.0,2,2,0,0.55,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
907.05,9835.84,8,7,1,0.35,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
484.0,5792.21,5,3,2,0.55,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
1858.99,11592.78,6,5,1,0.75,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
